code,sum1,system1,sum2,system2
126#0#1,"The New Orleans Pelicans ( 35 - 29 ) defeated the Milwaukee Bucks ( 33 - 30 ) 114 - 103 in Milwaukee on Monday . Anthony Davis was dominant once again for the Pelicans , helping the team close out the game down the final stretch . Davis scored a game - high 43 points on 17 - of - 23 shooting to go along with 10 rebounds and two blocks . In his four games since returning from a shoulder injury , Davis is averaging 34 points , 12 rebounds , and 5 blocks . Tyreke Evans had 13 points on 6 - of - 10 shooting and six assists in 27 minutes before suffering a left ankle injury in the fourth quarter and did not return . Eric Gordon ( 16 ) and Norris Cole ( 11 ) were the other New Orleans players to score in double figures . As a team , the Pelicans shot 59 percent from the field , 60 percent from three , and 81 percent from the free - throw line . There was nothing the Bucks could do defensively to stop them and the win puts New Orleans just a half - game behind the Thunder for eighth place in the Western Conference . Giannis Antetokounmpo scored a career - high 29 points for Milwaukee on 11 - 16 shooting to go along with five rebounds , four assists , three steals , and three blocks in 37 minutes . Michael Carter-Williams also played his best game as a member of the Bucks , recording 25 points on 8 - of - 17 shooting and seven assists in 32 minutes . Khris Middleton scored 17 points on 6 - of - 11 shooting in a team - high 40 minutes . As a team , Milwaukee shot 52 percent from the field in the losing effort , and the loss leaves them in sixth place in the Eastern Conference . Up next , the Pelicans will travel to Brooklyn Tuesday to take on the Nets , while the Bucks will stay home and play the Magic on Wednesday .",sys0,"The New Orleans Pelicans ( 35 - 29 ) defeated the Milwaukee Bucks ( 33 - 30 ) 114 - 103 . Anthony Davis scored 43 points ( 17 - 23 FG , 0 - 0 3PT , 9 - 11 FT ) to go with 10 rebounds . Giannis Antetokounmpo scored 29 points ( 11 - 16 FG , 0 - 1 3PT , 7 - 7 FT ) to go with 5 rebounds . Michael Carter-Williams scored 25 points ( 8 - 17 FG , 0 - 2 3PT , 9 - 10 FT ) to go with 1 rebounds . Khris Middleton scored 17 points ( 6 - 11 FG , 2 - 5 3PT , 3 - 4 FT ) to go with 2 rebounds . Eric Gordon scored 16 points ( 6 - 11 FG , 3 - 4 3PT , 1 - 2 FT ) to go with 3 rebounds . Tyreke Evans scored 13 points ( 6 - 10 FG , 1 - 2 3PT , 0 - 0 FT ) to go with 3 rebounds . The New Orleans Pelicans ' next game will be at home against the Dallas Mavericks, while the Milwaukee Bucks will travel to play the Bulls .",sys1
126#0#2,"The New Orleans Pelicans ( 35 - 29 ) defeated the Milwaukee Bucks ( 33 - 30 ) 114 - 103 in Milwaukee on Monday . Anthony Davis was dominant once again for the Pelicans , helping the team close out the game down the final stretch . Davis scored a game - high 43 points on 17 - of - 23 shooting to go along with 10 rebounds and two blocks . In his four games since returning from a shoulder injury , Davis is averaging 34 points , 12 rebounds , and 5 blocks . Tyreke Evans had 13 points on 6 - of - 10 shooting and six assists in 27 minutes before suffering a left ankle injury in the fourth quarter and did not return . Eric Gordon ( 16 ) and Norris Cole ( 11 ) were the other New Orleans players to score in double figures . As a team , the Pelicans shot 59 percent from the field , 60 percent from three , and 81 percent from the free - throw line . There was nothing the Bucks could do defensively to stop them and the win puts New Orleans just a half - game behind the Thunder for eighth place in the Western Conference . Giannis Antetokounmpo scored a career - high 29 points for Milwaukee on 11 - 16 shooting to go along with five rebounds , four assists , three steals , and three blocks in 37 minutes . Michael Carter-Williams also played his best game as a member of the Bucks , recording 25 points on 8 - of - 17 shooting and seven assists in 32 minutes . Khris Middleton scored 17 points on 6 - of - 11 shooting in a team - high 40 minutes . As a team , Milwaukee shot 52 percent from the field in the losing effort , and the loss leaves them in sixth place in the Eastern Conference . Up next , the Pelicans will travel to Brooklyn Tuesday to take on the Nets , while the Bucks will stay home and play the Magic on Wednesday .",sys0,"The Milwaukee Bucks ( 33 - 30 ) defeated the New Orleans Pelicans ( 35 - 29 ) 114 - 103 on Wednesday at the BMO Harris Bradley Center in Milwaukee . The Bucks got off to a quick start in this one , out - scoring the Pelicans 29 - 26 right away in the first quarter . The Pelicans were the superior shooters in this game , going 52 percent from the field and 60 percent from the three - point line , while the Pelicans went 52 percent from the floor and 60 percent from beyond the arc . The Pelicans were led by the duo of Anthony Davis and Anthony Davis . Davis went 17 - for - 23 from the field and 9 - for - 11 from the free throw line to score a game - high of 43 points , while also adding 10 rebounds and two blocked shots . It was his fourth double - double in a row , a stretch where he 's averaging 19 points and 11 rebounds . The only other Pelican to reach double figures in points was Eric Gordon , who came off the bench for 16 points ( 6 - 11 FG , 3 - 4 3Pt , 1 - 2 FT ) , three assists and two steals . The Pelicans ' next game will be on the road against the Detroit Pistons on Friday , while the Bucks will travel to Charlotte to play the Hornets on Wednesday .",sys2
126#3#0,"The New Orleans Pelicans ( 35 - 29 ) defeated the Milwaukee Bucks ( 33 - 30 ) 114 - 103 on Wednesday at the BMO Harris Bradley Center in Milwaukee . The Pelicans were the superior shooters in this game , going 59 percent from the field and 60 percent from the three - point line , while the Bucks went 52 percent from the floor and just 27 percent from deep . The Pelicans also were able to shoot a ridiculous 59 percent from the field and 60 percent from three - point range , while the Bucks shot 52 percent from the field and 27 percent from beyond the arc . The Pelicans were led by Giannis Antetokounmpo , who went 11 - for - 16 from the field and 0 - for - 1 from the three - point line to score a game - high of 29 points , while also adding five rebounds and three steals . It was his second double - double in a row , as he 's combined for 59 points and 30 rebounds over his last two games . The only other Buck in double figures was Tyreke Evans , who finished with 25 points ( 8 - 17 FG , 0 - 2 3Pt , 9 - 10 FT ) , to go along with a rebound and seven assists . It marked his second double - double in a row , a stretch where he 's combined for 27 points and 17 rebounds . Coming off the bench , Norris Cole had 11 points ( 3 - 8 FG , 1 - 1 3Pt , 4 - 4 FT ) , two rebounds and four assists in 24 minutes . The Pelicans ' next game will be on the road against the Toronto Raptors on Wednesday , while the Bucks will be at home against the Miami Heat on Friday .",sys3,"The New Orleans Pelicans ( 35 - 29 ) defeated the Milwaukee Bucks ( 33 - 30 ) 114 - 103 in Milwaukee on Monday . Anthony Davis was dominant once again for the Pelicans , helping the team close out the game down the final stretch . Davis scored a game - high 43 points on 17 - of - 23 shooting to go along with 10 rebounds and two blocks . In his four games since returning from a shoulder injury , Davis is averaging 34 points , 12 rebounds , and 5 blocks . Tyreke Evans had 13 points on 6 - of - 10 shooting and six assists in 27 minutes before suffering a left ankle injury in the fourth quarter and did not return . Eric Gordon ( 16 ) and Norris Cole ( 11 ) were the other New Orleans players to score in double figures . As a team , the Pelicans shot 59 percent from the field , 60 percent from three , and 81 percent from the free - throw line . There was nothing the Bucks could do defensively to stop them and the win puts New Orleans just a half - game behind the Thunder for eighth place in the Western Conference . Giannis Antetokounmpo scored a career - high 29 points for Milwaukee on 11 - 16 shooting to go along with five rebounds , four assists , three steals , and three blocks in 37 minutes . Michael Carter-Williams also played his best game as a member of the Bucks , recording 25 points on 8 - of - 17 shooting and seven assists in 32 minutes . Khris Middleton scored 17 points on 6 - of - 11 shooting in a team - high 40 minutes . As a team , Milwaukee shot 52 percent from the field in the losing effort , and the loss leaves them in sixth place in the Eastern Conference . Up next , the Pelicans will travel to Brooklyn Tuesday to take on the Nets , while the Bucks will stay home and play the Magic on Wednesday .",sys0
126#4#0,"The New Orleans Pelicans ( 35 - 29 ) defeated the Milwaukee Bucks ( 33 - 30 ) 114 - 103 on Monday . The Pelicans came into this game as one of the worst defenses in the NBA , but the Pelicans were able to prevail with a huge road win . The key for New Orleans was their shooting , as they shot 59 percent from the field , 60 percent from the free - throw line and 60 percent from three - point range . Anthony Davis was the player of the game , as he tallied 43 points , 10 rebounds and six assists on 17 - of - 23 shooting . Eric Gordon finished second on the team with 16 points , three rebounds and three assists . Tyreke Evans finished with 13 points , three rebounds and six assists . On deck for the Pelicans is a road matchup against the San Antonio Spurs on Monday . The Bucks ( 33 - 30 ) had to play this game extremely shorthanded and they did n't play their best . Giannis Antetokounmpo was the player of the game , as he tallied 29 points , five rebounds , four assists , three steals and three blocks on 11 - of - 16 shooting . Michael Carter-Williams recorded a double - double , totaling 25 points and seven assists . Khris Middleton totaled 17 points , two rebounds and two assists . On deck for Milwaukee is a road matchup against the Orlando Magic on Friday .",sys4,"The New Orleans Pelicans ( 35 - 29 ) defeated the Milwaukee Bucks ( 33 - 30 ) 114 - 103 in Milwaukee on Monday . Anthony Davis was dominant once again for the Pelicans , helping the team close out the game down the final stretch . Davis scored a game - high 43 points on 17 - of - 23 shooting to go along with 10 rebounds and two blocks . In his four games since returning from a shoulder injury , Davis is averaging 34 points , 12 rebounds , and 5 blocks . Tyreke Evans had 13 points on 6 - of - 10 shooting and six assists in 27 minutes before suffering a left ankle injury in the fourth quarter and did not return . Eric Gordon ( 16 ) and Norris Cole ( 11 ) were the other New Orleans players to score in double figures . As a team , the Pelicans shot 59 percent from the field , 60 percent from three , and 81 percent from the free - throw line . There was nothing the Bucks could do defensively to stop them and the win puts New Orleans just a half - game behind the Thunder for eighth place in the Western Conference . Giannis Antetokounmpo scored a career - high 29 points for Milwaukee on 11 - 16 shooting to go along with five rebounds , four assists , three steals , and three blocks in 37 minutes . Michael Carter-Williams also played his best game as a member of the Bucks , recording 25 points on 8 - of - 17 shooting and seven assists in 32 minutes . Khris Middleton scored 17 points on 6 - of - 11 shooting in a team - high 40 minutes . As a team , Milwaukee shot 52 percent from the field in the losing effort , and the loss leaves them in sixth place in the Eastern Conference . Up next , the Pelicans will travel to Brooklyn Tuesday to take on the Nets , while the Bucks will stay home and play the Magic on Wednesday .",sys0
126#1#2,"The New Orleans Pelicans ( 35 - 29 ) defeated the Milwaukee Bucks ( 33 - 30 ) 114 - 103 . Anthony Davis scored 43 points ( 17 - 23 FG , 0 - 0 3PT , 9 - 11 FT ) to go with 10 rebounds . Giannis Antetokounmpo scored 29 points ( 11 - 16 FG , 0 - 1 3PT , 7 - 7 FT ) to go with 5 rebounds . Michael Carter-Williams scored 25 points ( 8 - 17 FG , 0 - 2 3PT , 9 - 10 FT ) to go with 1 rebounds . Khris Middleton scored 17 points ( 6 - 11 FG , 2 - 5 3PT , 3 - 4 FT ) to go with 2 rebounds . Eric Gordon scored 16 points ( 6 - 11 FG , 3 - 4 3PT , 1 - 2 FT ) to go with 3 rebounds . Tyreke Evans scored 13 points ( 6 - 10 FG , 1 - 2 3PT , 0 - 0 FT ) to go with 3 rebounds . The New Orleans Pelicans ' next game will be at home against the Dallas Mavericks, while the Milwaukee Bucks will travel to play the Bulls .",sys1,"The Milwaukee Bucks ( 33 - 30 ) defeated the New Orleans Pelicans ( 35 - 29 ) 114 - 103 on Wednesday at the BMO Harris Bradley Center in Milwaukee . The Bucks got off to a quick start in this one , out - scoring the Pelicans 29 - 26 right away in the first quarter . The Pelicans were the superior shooters in this game , going 52 percent from the field and 60 percent from the three - point line , while the Pelicans went 52 percent from the floor and 60 percent from beyond the arc . The Pelicans were led by the duo of Anthony Davis and Anthony Davis . Davis went 17 - for - 23 from the field and 9 - for - 11 from the free throw line to score a game - high of 43 points , while also adding 10 rebounds and two blocked shots . It was his fourth double - double in a row , a stretch where he 's averaging 19 points and 11 rebounds . The only other Pelican to reach double figures in points was Eric Gordon , who came off the bench for 16 points ( 6 - 11 FG , 3 - 4 3Pt , 1 - 2 FT ) , three assists and two steals . The Pelicans ' next game will be on the road against the Detroit Pistons on Friday , while the Bucks will travel to Charlotte to play the Hornets on Wednesday .",sys2
126#1#3,"The New Orleans Pelicans ( 35 - 29 ) defeated the Milwaukee Bucks ( 33 - 30 ) 114 - 103 . Anthony Davis scored 43 points ( 17 - 23 FG , 0 - 0 3PT , 9 - 11 FT ) to go with 10 rebounds . Giannis Antetokounmpo scored 29 points ( 11 - 16 FG , 0 - 1 3PT , 7 - 7 FT ) to go with 5 rebounds . Michael Carter-Williams scored 25 points ( 8 - 17 FG , 0 - 2 3PT , 9 - 10 FT ) to go with 1 rebounds . Khris Middleton scored 17 points ( 6 - 11 FG , 2 - 5 3PT , 3 - 4 FT ) to go with 2 rebounds . Eric Gordon scored 16 points ( 6 - 11 FG , 3 - 4 3PT , 1 - 2 FT ) to go with 3 rebounds . Tyreke Evans scored 13 points ( 6 - 10 FG , 1 - 2 3PT , 0 - 0 FT ) to go with 3 rebounds . The New Orleans Pelicans ' next game will be at home against the Dallas Mavericks, while the Milwaukee Bucks will travel to play the Bulls .",sys1,"The New Orleans Pelicans ( 35 - 29 ) defeated the Milwaukee Bucks ( 33 - 30 ) 114 - 103 on Wednesday at the BMO Harris Bradley Center in Milwaukee . The Pelicans were the superior shooters in this game , going 59 percent from the field and 60 percent from the three - point line , while the Bucks went 52 percent from the floor and just 27 percent from deep . The Pelicans also were able to shoot a ridiculous 59 percent from the field and 60 percent from three - point range , while the Bucks shot 52 percent from the field and 27 percent from beyond the arc . The Pelicans were led by Giannis Antetokounmpo , who went 11 - for - 16 from the field and 0 - for - 1 from the three - point line to score a game - high of 29 points , while also adding five rebounds and three steals . It was his second double - double in a row , as he 's combined for 59 points and 30 rebounds over his last two games . The only other Buck in double figures was Tyreke Evans , who finished with 25 points ( 8 - 17 FG , 0 - 2 3Pt , 9 - 10 FT ) , to go along with a rebound and seven assists . It marked his second double - double in a row , a stretch where he 's combined for 27 points and 17 rebounds . Coming off the bench , Norris Cole had 11 points ( 3 - 8 FG , 1 - 1 3Pt , 4 - 4 FT ) , two rebounds and four assists in 24 minutes . The Pelicans ' next game will be on the road against the Toronto Raptors on Wednesday , while the Bucks will be at home against the Miami Heat on Friday .",sys3
126#1#4,"The New Orleans Pelicans ( 35 - 29 ) defeated the Milwaukee Bucks ( 33 - 30 ) 114 - 103 . Anthony Davis scored 43 points ( 17 - 23 FG , 0 - 0 3PT , 9 - 11 FT ) to go with 10 rebounds . Giannis Antetokounmpo scored 29 points ( 11 - 16 FG , 0 - 1 3PT , 7 - 7 FT ) to go with 5 rebounds . Michael Carter-Williams scored 25 points ( 8 - 17 FG , 0 - 2 3PT , 9 - 10 FT ) to go with 1 rebounds . Khris Middleton scored 17 points ( 6 - 11 FG , 2 - 5 3PT , 3 - 4 FT ) to go with 2 rebounds . Eric Gordon scored 16 points ( 6 - 11 FG , 3 - 4 3PT , 1 - 2 FT ) to go with 3 rebounds . Tyreke Evans scored 13 points ( 6 - 10 FG , 1 - 2 3PT , 0 - 0 FT ) to go with 3 rebounds . The New Orleans Pelicans ' next game will be at home against the Dallas Mavericks, while the Milwaukee Bucks will travel to play the Bulls .",sys1,"The New Orleans Pelicans ( 35 - 29 ) defeated the Milwaukee Bucks ( 33 - 30 ) 114 - 103 on Monday . The Pelicans came into this game as one of the worst defenses in the NBA , but the Pelicans were able to prevail with a huge road win . The key for New Orleans was their shooting , as they shot 59 percent from the field , 60 percent from the free - throw line and 60 percent from three - point range . Anthony Davis was the player of the game , as he tallied 43 points , 10 rebounds and six assists on 17 - of - 23 shooting . Eric Gordon finished second on the team with 16 points , three rebounds and three assists . Tyreke Evans finished with 13 points , three rebounds and six assists . On deck for the Pelicans is a road matchup against the San Antonio Spurs on Monday . The Bucks ( 33 - 30 ) had to play this game extremely shorthanded and they did n't play their best . Giannis Antetokounmpo was the player of the game , as he tallied 29 points , five rebounds , four assists , three steals and three blocks on 11 - of - 16 shooting . Michael Carter-Williams recorded a double - double , totaling 25 points and seven assists . Khris Middleton totaled 17 points , two rebounds and two assists . On deck for Milwaukee is a road matchup against the Orlando Magic on Friday .",sys4
126#3#2,"The New Orleans Pelicans ( 35 - 29 ) defeated the Milwaukee Bucks ( 33 - 30 ) 114 - 103 on Wednesday at the BMO Harris Bradley Center in Milwaukee . The Pelicans were the superior shooters in this game , going 59 percent from the field and 60 percent from the three - point line , while the Bucks went 52 percent from the floor and just 27 percent from deep . The Pelicans also were able to shoot a ridiculous 59 percent from the field and 60 percent from three - point range , while the Bucks shot 52 percent from the field and 27 percent from beyond the arc . The Pelicans were led by Giannis Antetokounmpo , who went 11 - for - 16 from the field and 0 - for - 1 from the three - point line to score a game - high of 29 points , while also adding five rebounds and three steals . It was his second double - double in a row , as he 's combined for 59 points and 30 rebounds over his last two games . The only other Buck in double figures was Tyreke Evans , who finished with 25 points ( 8 - 17 FG , 0 - 2 3Pt , 9 - 10 FT ) , to go along with a rebound and seven assists . It marked his second double - double in a row , a stretch where he 's combined for 27 points and 17 rebounds . Coming off the bench , Norris Cole had 11 points ( 3 - 8 FG , 1 - 1 3Pt , 4 - 4 FT ) , two rebounds and four assists in 24 minutes . The Pelicans ' next game will be on the road against the Toronto Raptors on Wednesday , while the Bucks will be at home against the Miami Heat on Friday .",sys3,"The Milwaukee Bucks ( 33 - 30 ) defeated the New Orleans Pelicans ( 35 - 29 ) 114 - 103 on Wednesday at the BMO Harris Bradley Center in Milwaukee . The Bucks got off to a quick start in this one , out - scoring the Pelicans 29 - 26 right away in the first quarter . The Pelicans were the superior shooters in this game , going 52 percent from the field and 60 percent from the three - point line , while the Pelicans went 52 percent from the floor and 60 percent from beyond the arc . The Pelicans were led by the duo of Anthony Davis and Anthony Davis . Davis went 17 - for - 23 from the field and 9 - for - 11 from the free throw line to score a game - high of 43 points , while also adding 10 rebounds and two blocked shots . It was his fourth double - double in a row , a stretch where he 's averaging 19 points and 11 rebounds . The only other Pelican to reach double figures in points was Eric Gordon , who came off the bench for 16 points ( 6 - 11 FG , 3 - 4 3Pt , 1 - 2 FT ) , three assists and two steals . The Pelicans ' next game will be on the road against the Detroit Pistons on Friday , while the Bucks will travel to Charlotte to play the Hornets on Wednesday .",sys2
126#4#2,"The New Orleans Pelicans ( 35 - 29 ) defeated the Milwaukee Bucks ( 33 - 30 ) 114 - 103 on Monday . The Pelicans came into this game as one of the worst defenses in the NBA , but the Pelicans were able to prevail with a huge road win . The key for New Orleans was their shooting , as they shot 59 percent from the field , 60 percent from the free - throw line and 60 percent from three - point range . Anthony Davis was the player of the game , as he tallied 43 points , 10 rebounds and six assists on 17 - of - 23 shooting . Eric Gordon finished second on the team with 16 points , three rebounds and three assists . Tyreke Evans finished with 13 points , three rebounds and six assists . On deck for the Pelicans is a road matchup against the San Antonio Spurs on Monday . The Bucks ( 33 - 30 ) had to play this game extremely shorthanded and they did n't play their best . Giannis Antetokounmpo was the player of the game , as he tallied 29 points , five rebounds , four assists , three steals and three blocks on 11 - of - 16 shooting . Michael Carter-Williams recorded a double - double , totaling 25 points and seven assists . Khris Middleton totaled 17 points , two rebounds and two assists . On deck for Milwaukee is a road matchup against the Orlando Magic on Friday .",sys4,"The Milwaukee Bucks ( 33 - 30 ) defeated the New Orleans Pelicans ( 35 - 29 ) 114 - 103 on Wednesday at the BMO Harris Bradley Center in Milwaukee . The Bucks got off to a quick start in this one , out - scoring the Pelicans 29 - 26 right away in the first quarter . The Pelicans were the superior shooters in this game , going 52 percent from the field and 60 percent from the three - point line , while the Pelicans went 52 percent from the floor and 60 percent from beyond the arc . The Pelicans were led by the duo of Anthony Davis and Anthony Davis . Davis went 17 - for - 23 from the field and 9 - for - 11 from the free throw line to score a game - high of 43 points , while also adding 10 rebounds and two blocked shots . It was his fourth double - double in a row , a stretch where he 's averaging 19 points and 11 rebounds . The only other Pelican to reach double figures in points was Eric Gordon , who came off the bench for 16 points ( 6 - 11 FG , 3 - 4 3Pt , 1 - 2 FT ) , three assists and two steals . The Pelicans ' next game will be on the road against the Detroit Pistons on Friday , while the Bucks will travel to Charlotte to play the Hornets on Wednesday .",sys2
126#4#3,"The New Orleans Pelicans ( 35 - 29 ) defeated the Milwaukee Bucks ( 33 - 30 ) 114 - 103 on Monday . The Pelicans came into this game as one of the worst defenses in the NBA , but the Pelicans were able to prevail with a huge road win . The key for New Orleans was their shooting , as they shot 59 percent from the field , 60 percent from the free - throw line and 60 percent from three - point range . Anthony Davis was the player of the game , as he tallied 43 points , 10 rebounds and six assists on 17 - of - 23 shooting . Eric Gordon finished second on the team with 16 points , three rebounds and three assists . Tyreke Evans finished with 13 points , three rebounds and six assists . On deck for the Pelicans is a road matchup against the San Antonio Spurs on Monday . The Bucks ( 33 - 30 ) had to play this game extremely shorthanded and they did n't play their best . Giannis Antetokounmpo was the player of the game , as he tallied 29 points , five rebounds , four assists , three steals and three blocks on 11 - of - 16 shooting . Michael Carter-Williams recorded a double - double , totaling 25 points and seven assists . Khris Middleton totaled 17 points , two rebounds and two assists . On deck for Milwaukee is a road matchup against the Orlando Magic on Friday .",sys4,"The New Orleans Pelicans ( 35 - 29 ) defeated the Milwaukee Bucks ( 33 - 30 ) 114 - 103 on Wednesday at the BMO Harris Bradley Center in Milwaukee . The Pelicans were the superior shooters in this game , going 59 percent from the field and 60 percent from the three - point line , while the Bucks went 52 percent from the floor and just 27 percent from deep . The Pelicans also were able to shoot a ridiculous 59 percent from the field and 60 percent from three - point range , while the Bucks shot 52 percent from the field and 27 percent from beyond the arc . The Pelicans were led by Giannis Antetokounmpo , who went 11 - for - 16 from the field and 0 - for - 1 from the three - point line to score a game - high of 29 points , while also adding five rebounds and three steals . It was his second double - double in a row , as he 's combined for 59 points and 30 rebounds over his last two games . The only other Buck in double figures was Tyreke Evans , who finished with 25 points ( 8 - 17 FG , 0 - 2 3Pt , 9 - 10 FT ) , to go along with a rebound and seven assists . It marked his second double - double in a row , a stretch where he 's combined for 27 points and 17 rebounds . Coming off the bench , Norris Cole had 11 points ( 3 - 8 FG , 1 - 1 3Pt , 4 - 4 FT ) , two rebounds and four assists in 24 minutes . The Pelicans ' next game will be on the road against the Toronto Raptors on Wednesday , while the Bucks will be at home against the Miami Heat on Friday .",sys3
390#0#1,"The Toronto Raptors ( 9 - 6 ) defeated the Los Angeles Clippers ( 6 - 7 ) 91 - 80 on Sunday . Throughout a difficult start to the season that has included multi - game injuries to starters Chris Paul and J. J. Redick , the Clippers have been able to lean on Blake Griffin as a dependable source of outstanding production . Sunday , even Griffin succumbed to the malaise that currently seems to surround Los Angeles , mustering a season - low nine points , along with six rebounds , four assists and a pair of steals . He also turned the ball over a season - high six times in a forgettable performance versus a Raptors defense that had been vulernable to opposing power forwards coming into the game . Toronto enjoyed impressive contributions from every starter , with DeMarre Carroll and DeMar DeRozan leading the way with a pair of 21 - point efforts . Kyle Lowry pitched in with his second double - double of the season ( 13 points , 10 assists ) , while veteran power forward Luis Scola continued a resurgent age - 35 season with 20 points and eight rebounds . It was the second outing with 20 or more points for Scola in his last three contests . Meanwhile , Bismack Biyombo posted six points and a season - best 14 rebounds in a season - high 31 minutes of playing time . Toronto improved to 9 - 6 and remains in first place in the Eastern Conference 's Atlantic Division . They head home for a date with the Cavaliers on Wednesday . The Clippers received rather pedestrian offensive efforts from other starters besides Griffin as well . Redick managed a team - high 17 points in his second game back from a back injury , while Paul and DeAndre Jordan pitched in with solid but relatively modest double - double performances . Paul poured in 13 points and dished out 11 assists , while Jordan posted 13 points and hauled in 15 boards . Paul Pierce received a start at small forward but could only muster a paltry two points and one rebound in 19 minutes on the floor . Jamal Crawford and Wesley Johnson paced the Clippers ' bench with a pair of eight - point efforts . Los Angeles dropped to 6 - 7 and reside in third place in the Western Conference 's Pacific Division . They head to Denver for a showdown with the Nuggets on Tuesday .",sys0,"The Toronto Raptors ( 9 - 6 ) defeated the LA Clippers ( 6 - 7 ) 91 - 80 . DeMarre Carroll scored 21 points ( 8 - 13 FG , 2 - 3 3PT , 3 - 4 FT ) to go with 5 rebounds . DeMar DeRozan scored 21 points ( 4 - 16 FG , 0 - 2 3PT , 13 - 14 FT ) to go with 6 rebounds . Luis Scola scored 20 points ( 8 - 16 FG , 1 - 3 3PT , 3 - 3 FT ) to go with 8 rebounds . JJ Redick scored 17 points ( 5 - 13 FG , 3 - 6 3PT , 4 - 5 FT ) to go with 4 rebounds . Kyle Lowry scored 13 points ( 2 - 11 FG , 1 - 4 3PT , 8 - 8 FT ) to go with 3 rebounds . DeAndre Jordan scored 13 points ( 6 - 9 FG , 0 - 0 3PT , 1 - 4 FT ) to go with 15 rebounds . The Toronto Raptors ' next game will be at home against the Dallas Mavericks, while the LA Clippers will travel to play the Bulls .",sys1
390#0#2,"The Toronto Raptors ( 9 - 6 ) defeated the Los Angeles Clippers ( 6 - 7 ) 91 - 80 on Sunday . Throughout a difficult start to the season that has included multi - game injuries to starters Chris Paul and J. J. Redick , the Clippers have been able to lean on Blake Griffin as a dependable source of outstanding production . Sunday , even Griffin succumbed to the malaise that currently seems to surround Los Angeles , mustering a season - low nine points , along with six rebounds , four assists and a pair of steals . He also turned the ball over a season - high six times in a forgettable performance versus a Raptors defense that had been vulernable to opposing power forwards coming into the game . Toronto enjoyed impressive contributions from every starter , with DeMarre Carroll and DeMar DeRozan leading the way with a pair of 21 - point efforts . Kyle Lowry pitched in with his second double - double of the season ( 13 points , 10 assists ) , while veteran power forward Luis Scola continued a resurgent age - 35 season with 20 points and eight rebounds . It was the second outing with 20 or more points for Scola in his last three contests . Meanwhile , Bismack Biyombo posted six points and a season - best 14 rebounds in a season - high 31 minutes of playing time . Toronto improved to 9 - 6 and remains in first place in the Eastern Conference 's Atlantic Division . They head home for a date with the Cavaliers on Wednesday . The Clippers received rather pedestrian offensive efforts from other starters besides Griffin as well . Redick managed a team - high 17 points in his second game back from a back injury , while Paul and DeAndre Jordan pitched in with solid but relatively modest double - double performances . Paul poured in 13 points and dished out 11 assists , while Jordan posted 13 points and hauled in 15 boards . Paul Pierce received a start at small forward but could only muster a paltry two points and one rebound in 19 minutes on the floor . Jamal Crawford and Wesley Johnson paced the Clippers ' bench with a pair of eight - point efforts . Los Angeles dropped to 6 - 7 and reside in third place in the Western Conference 's Pacific Division . They head to Denver for a showdown with the Nuggets on Tuesday .",sys0,"The Los Angeles Clippers ( 6 - 7 ) defeated the Toronto Raptors ( 9 - 6 ) 91 - 91 on Monday at the Staples Center in Los Angeles . The Raptors got off to a quick start in this one , out - scoring the Raptors 33 - 23 right away in the first quarter . The Clippers were the superior shooters in this one , going 37 percent from the field and 22 percent from the three - point line , while the Clippers went 39 percent from the floor and 24 percent from deep . The Raptors also secured a 46 - 46 rebounding advantage . The Raptors were led by the duo of DeMar DeRozan and DeMar DeRozan . Lowry went 5 - for - 11 from the field and 1 - for - 4 from the three - point line to score 21 points , while also adding 10 assists and three steals . He 's had a nice two - game stretch , combining for 36 points and 11 assists over that span . The only other starter to reach double figures in points was Luis Scola , who came off the bench for 20 points ( 8 - 16 FG , 1 - 3 3Pt , 6 - 7 FT ) and eight rebounds in 31 minutes . It was his second double - double in a row , a stretch where he 's averaging 19 points and 10 rebounds . The Clippers also received a nice contribution from their bench , with both Josh Smith and Jamal Crawford reaching double figures in points . Smith finished with 13 points ( 6 - 9 FG , 1 - 3 3Pt ) and 15 rebounds , while Paul Pierce added eight points ( 3 - 6 FG , 2 - 5 3Pt ) and two blocked shots . The Clippers ' next game will be on the road against the Detroit Pistons on Friday , while the Raptors will travel to Los Angeles to play the Clippers on Wednesday .",sys2
